['you look fat', '太っ--動 て--助 見える--動 よ--助']
['she is not tall', '彼女--名 は--助 背--名 が--助 高く--形 あり--動 ませ--助 ん--助']
['she is stubborn', '彼女--名 は--助 強情--名 です--助']
['she is too weak', '彼女--名 は--助 弱--形 すぎる--動']
['she lives alone', '彼女--名 は--助 一--名 人--名 で--助 住ん--動 で--助 い--動 ます--助']
['she lives alone', '彼女--名 は--助 一人暮らし--名 です--助']
['she looked away', '彼女--名 は--助 目--名 を--助 そらし--動 た--助']
['she looks happy', '彼女--名 は--助 幸せ--名 に--助 見え--動 ます--助']
['she looks happy', '彼女--名 は--助 幸せ--名 そう--名 に--助 見える--動']
['she looks happy', '彼女--名 は--助 幸せ--名 そう--名 だ--助']
['she looks young', '彼女--名 は--助 若く--形 見える--動']
['she lost a book', '彼女--名 は--助 本--名 を--助 失--名 くし--形 まし--助 た--助']
['she lost a book', '彼女--名 は--助 本--名 を--助 紛失--名 し--動 まし--助 た--助']
['she married him', '彼女--名 は--助 彼--名 と--助 結婚--名 し--動 た--助']
['she pinched him', '彼女--名 は--助 彼--名 を--助 つねっ--動 た--助']
['she talks a lot', '彼女--名 は--助 よく--副 しゃべる--動']
['she was my boss', '彼女--名 は--助 私--名 の--助 上司--名 でし--助 た--助']
['she was perfect', '彼女--名 は--助 完全--名 無欠--名 だっ--助 た--助']
['she woke him up', '彼女--名 は--助 彼--名 を--助 起こし--動 た--助']
['she worked hard', '彼女--名 は--助 一生懸命--名 働い--動 た--助']
['shes assertive', '彼女--名 は--助 気--名 が--助 強い--形']
['shes beautiful', '美人--名 だ--助 なあ--助']
['shes depressed', '彼女--名 は--助 落ち込ん--動 で--助 いる--動']
['shes in danger', '彼女--名 は--助 危険--名 に--助 さらさ--動 れ--動 て--助 いる--動']
['shes my sister', '彼女--名 は--助 私--名 の--助 姉--名 です--助']
['shes on a diet', '彼女--名 は--助 ダイエット--名 中--名 だ--助']
['shes on a roll', '彼女--名 は--助 つい--動 て--助 いる--動']
['shes seventeen', '彼女--名 は--助 １--名 ７--名 歳--名 です--助']
['sheep eat grass', '羊--名 は--助 草--名 を--助 食べる--動']
['shut your mouth', '口--名 を--助 閉じ--動 なさい--動']
['sit up straight', 'きちんと--副 座り--動 なさい--動']
['so far so good', '今--名 の--助 ところ--名 は--助 順調--名 だ--助 よ--助']
['so far so good', '今--名 の--助 ところ--名 順調--名 だ--助']
['someone help me', '誰--名 か--助 手伝っ--動 て--助']
['sorry i forgot', 'ごめん--感 、--記 忘れ--動 ちゃっ--動 た--助']
['sorry i forgot', 'ごめんなさい--感 、--記 忘れ--動 まし--助 た--助']
['sorry im late', 'すみません--感 、--記 遅く--形 なり--動 まし--助 て--助']
['spanish is easy', 'スペイン--名 語--名 は--助 簡単--名 です--助']
['spring has come', 'もう--副 春--名 が--助 き--動 て--助 いる--動']
['spring has come', '春--名 が--助 来--動 た--助']
['steal the money', '金--名 を--助 盗め--動']
['stop doing that', 'やめろ--動']
['summer has come', '夏--名 が--助 やってき--動 た--助']
['supper is ready', '夕飯--名 の--助 支度--名 が--助 出来--動 まし--助 た--助']
['supper is ready', '夕食--名 が--助 でき--動 た--助 よ--助']
['that car is his', 'あの--連 自動車--名 は--助 彼--名 の--助 もの--名 です--助']
['that dog is big', 'あの--連 犬--名 は--助 大きい--形']
['that is a table', 'あれ--名 は--助 テーブル--名 です--助']
['that is his car', 'あの--連 自動車--名 は--助 彼--名 の--助 もの--名 です--助']
['that isnt fair', 'それ--名 は--助 公平--名 で--助 は--助 ない--形']
['that settles it', 'これ--名 で--助 決まり--動 だ--助']
['thats a pencil', 'あれ--名 は--助 鉛筆--名 です--助']
['thats my fault', '私--名 の--助 責任--名 です--助']
['thats not fair', 'そんな--連 の--名 ずるい--形 よ--助']
['thats not fair', 'それ--名 は--助 公平--名 で--助 は--助 ない--形']
['thats not mine', 'それ--名 私--名 の--助 じゃ--接 あり--動 ませ--助 ん--助']
['thats terrible', 'それ--名 は--助 ひどい--形 な--助']
['thats too much', 'すごい--形 じゃ--助 ない--助']
['the boy is kind', 'その--連 少年--名 は--助 親切--名 だ--助']
['the boy is nice', 'その--連 少年--名 は--助 親切--名 だ--助']
['the car stopped', '車--名 は--助 止まっ--動 た--助']
['the dog is dead', '犬--名 は--助 死ん--動 で--助 いる--動 よ--助']
['the door opened', 'ドア--名 が--助 開い--動 た--助']
['the foods here', '食べ物--名 が--助 届き--動 まし--助 た--助']
['the leaves fell', '葉--名 が--助 落ち--動 た--助']
['the light is on', '明かり--名 が--助 つい--動 て--助 いる--動']
['the room is hot', '部屋--名 が--助 暑い--形']
['the sky is blue', '空--名 は--助 青い--形']
['the sun has set', '日--名 が--助 沈ん--動 で--助 しまっ--動 た--助']
['theres no soap', '石鹸--名 が--助 あり--動 ませ--助 ん--助']
['theres no soap', '石鹸--名 が--助 ない--形 です--助']
['theres no soap', '石鹸--名 が--助 ない--形 よ--助']
['they are actors', '彼ら--名 は--助 俳優--名 です--助']
['they are pretty', '彼女--名 達--名 は--助 かわいい--形']
['they feared you', '彼ら--名 は--助 あなた--名 を--助 怖がっ--動 て--助 い--動 た--助']
['they live there', '彼ら--名 は--助 そこ--名 に--助 すん--動 で--助 いる--動']
['they live there', '彼ら--名 は--助 あそこ--名 に--助 住ん--動 で--助 いる--動']
['they understood', '彼ら--名 は--助 理解--名 し--動 た--助']
['this is his car', 'これ--名 は--助 彼--名 の--助 車--名 です--助']
['this is my baby', 'この--連 子--名 が--助 私--名 の--助 赤ちゃん--名 な--助 ん--名 だ--助 よ--助']
['this is my book', 'これ--名 は--助 私--名 の--助 本--名 です--助']
['this is reality', 'これ--名 は--助 現実--名 です--助']
['this is strange', 'これ--名 は--助 変--名 だ--助']
['this is useless', 'これ--名 は--助 役に立た--動 ない--助']
['this isnt fair', 'それ--名 は--助 公平--名 で--助 は--助 ない--形']
['this isnt salt', 'これ--名 は--助 塩--名 で--助 は--助 ない--形']
['this isnt true', 'これ--名 は--助 真実--名 で--助 は--助 ない--形']
['this wont burn', 'これ--名 は--助 燃え--動 ませ--助 ん--助']
['time for dinner', '夕飯--名 の--助 時間--名 です--助 よ--助']
['to each his own', '十人十色--名']
['today is monday', '今日--名 は--助 月曜日--名 です--助']
['today is monday', '今日--名 は--助 月曜--名 です--助 ね--助']
['tom already ate', 'トム--名 は--助 もう--副 食べ--動 た--助']
['tom already ate', 'トム--名 は--助 もう--副 食べ--動 て--助 しまっ--動 た--助']
['tom betrayed me', 'トム--名 は--助 私--名 を--助 裏切っ--動 た--助']
['tom bit his lip', 'トム--名 は--助 唇--名 を--助 かん--動 だ--助']
['tom blacked out', 'トム--名 は--助 気--名 を--助 失っ--動 た--助']
['tom called mary', 'トム--名 は--助 メアリー--名 に--助 電話--名 し--動 た--助']
['tom called mary', 'トム--名 は--助 メアリー--名 を--助 呼ん--動 だ--助']
['tom caught mary', 'トム--名 は--助 メアリー--名 を--助 捕まえ--動 た--助']
['tom chased mary', 'トム--名 は--助 メアリー--名 を--助 追いかけ--動 た--助']
['tom disappeared', 'トム--名 は--助 行方--名 不明--名 に--助 なっ--動 た--助']
['tom fell asleep', 'トム--名 は--助 眠り--名 に--助 落ち--動 た--助']
['tom fooled mary', 'トム--名 は--助 メアリー--名 を--助 騙し--動 た--助']
['tom got injured', 'トム--名 は--助 怪我--名 を--助 し--動 た--助']
['tom got nervous', 'トム--名 は--助 緊張--名 し--動 た--助']
['tom has no time', 'トム--名 は--助 時間--名 が--助 ない--形']
['tom has rabbits', 'トム--名 は--助 ウサギ--名 を--助 飼っ--動 て--助 いる--動']
['tom hugged mary', 'トム--名 は--助 メアリー--名 を--助 抱き締め--動 た--助']
['tom is a genius', 'トム--名 は--助 天才--名 です--助']
['tom is a priest', 'トム--名 は--助 司祭--名 だ--助']
['tom is confused', 'トム--名 は--助 戸惑っ--動 て--助 いる--動']
['tom is coughing', 'トム--名 は--助 咳払い--名 し--動 て--助 いる--動']
['tom is handsome', 'トム--名 は--助 ハンサム--名 だ--助']
['tom is handsome', 'トム--名 は--助 イケメン--名 だ--助']
['tom is handsome', 'トム--名 は--助 男前--名 だ--助']
['tom is home now', 'トム--名 は--助 今--名 、--記 家--名 に--助 い--動 ます--助']
['tom is laughing', 'トム--名 が--助 笑っ--動 てる--動']
['tom is my buddy', 'トム--名 は--助 私--名 の--助 友人--名 です--助']
['tom is my buddy', 'トム--名 は--助 私--名 の--助 友達--名 だ--助']
['tom is my buddy', 'トム--名 は--助 僕--名 の--助 友達--名 です--助']
['tom is my uncle', 'トム--名 は--助 私--名 の--助 叔父--名 です--助']
['tom is rational', 'トム--名 って--助 合理--名 的--名 だ--助 よ--助 ね--助']
['tom is rich now', 'トム--名 は--助 今--名 裕福--名 だ--助']
['tom is stubborn', 'トム--名 は--助 頭--名 が--助 固い--形']
['tom is swimming', 'トム--名 は--助 泳い--動 で--助 いる--動']
['tom is thinking', 'トム--名 は--助 考え--動 て--助 いる--動']
['tom is unafraid', 'トム--名 は--助 恐れ--動 ない--助']
['tom kept crying', 'トム--名 は--助 泣き--動 続け--動 た--助']
['tom kicked mary', 'トム--名 が--助 メアリー--名 を--助 蹴っ--動 た--助']
['tom killed mary', 'トム--名 が--助 メアリー--名 を--助 殺し--動 た--助']
['tom kissed mary', 'トム--名 が--助 メアリー--名 に--助 キス--名 し--動 た--助']
['tom let me down', 'トム--名 は--助 私--名 の--助 期待--名 を--助 裏切っ--動 た--助']
['tom lit a match', 'トム--名 は--助 マッチ--名 を--助 擦っ--動 た--助']
['tom lit a match', 'トム--名 は--助 マッチ--名 に--助 火--名 を--助 つけ--動 た--助']
['tom looked well', 'トム--名 は--助 元気--名 そう--名 だっ--助 た--助']
['tom ought to go', 'トム--名 は--助 行く--動 べき--助 だ--助']
['tom phoned mary', 'トム--名 は--助 メアリー--名 に--助 電話--名 し--動 た--助']
['tom saw it too', 'トム--名 も--助 それ--名 を--助 見--動 た--助']
['tom seemed cool', 'トム--名 は--助 クール--名 に--助 見え--動 た--助']
['tom seems bored', 'トム--名 は--助 退屈--名 し--動 て--助 いる--動 よう--名 だ--助']
['tom seems bored', 'トム--名 は--助 退屈--名 し--動 て--助 いる--動 みたい--名']
['tom should wait', 'トム--名 は--助 待つ--動 べき--助 だ--助']
['tom speaks fast', 'トム--名 は--助 早口--名 だ--助']
['tom talks a lot', 'トム--名 は--助 よく--副 しゃべる--動']
['tom teased mary', 'トム--名 は--助 メアリー--名 を--助 からかっ--動 た--助']
['tom teased mary', 'トム--名 は--助 メアリー--名 を--助 いじめ--動 た--助']
['tom teased mary', 'トム--名 は--助 メアリー--名 に--助 ちょっかい--名 を--助 出し--動 た--助']
['tom trusts mary', 'トム--名 は--助 メアリー--名 を--助 信頼--名 し--動 て--助 いる--動']
['tom turned pale', 'トム--名 は--助 青ざめ--動 た--助']
['tom understands', 'トム--名 は--助 分かっ--動 てる--動']
['tom understands', 'トム--名 は--助 分かっ--動 て--助 いる--動']
['tom volunteered', 'トム--名 は--助 ボランティア--名 を--助 し--動 た--助']
['tom was at home', 'トム--名 は--助 家--名 に--助 い--動 た--助']
['tom was bullied', 'トム--名 は--助 いじめ--名 に--助 あっ--動 た--助']
['tom was bullied', 'トム--名 は--助 いじめ--動 られ--動 た--助']
['tom was in love', 'トム--名 は--助 恋--名 を--助 し--動 て--助 い--動 た--助']
['tom was my hero', 'トム--名 は--助 私--名 の--助 ヒーロー--名 でし--助 た--助']
['tom was pleased', 'トム--名 は--助 喜ん--動 だ--助']
['tom was waiting', 'トム--名 は--助 待っ--動 て--助 い--動 た--助']
['tom was yawning', 'トム--名 は--助 あくび--名 を--助 し--動 て--助 い--動 た--助']
['tom wasnt rich', 'トム--名 は--助 金持ち--名 で--助 は--助 なかっ--形 た--助']
['tom went to bed', 'トム--名 は--助 寝--動 た--助']
